instant,data,season,ano,mes,hora,feriado,dia_semana,dia_util,clima,temperatura_normalizada,sensacao_termica_normalizada,umidade_normalizada,vento_normalizado,usuarios_casuais,usuarios_registrados,total_locacoes,periodo_dia,nivel_demanda,descricao_clima,descricao_estacao
4596,2011-07-15,3,0,7,9,False,5,True,1,0.68,0.6364,0.54,0.194,31,176,207,MANHA,MEDIA,LIMPO_POUCAS_NUVENS,OUTONO
4597,2011-07-15,3,0,7,10,False,5,True,2,0.66,0.6212,0.61,0.1642,59,107,166,MANHA,MEDIA,NEVOA_NUBLADO,OUTONO
4598,2011-07-15,3,0,7,11,False,5,True,1,0.7,0.6515,0.54,0.1343,73,137,210,MANHA,MEDIA,LIMPO_POUCAS_NUVENS,OUTONO
4599,2011-07-15,3,0,7,12,False,5,True,1,0.7,0.6515,0.48,0.194,61,177,238,TARDE,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
4600,2011-07-15,3,0,7,13,False,5,True,1,0.7,0.6515,0.54,0.194,85,162,247,TARDE,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
4601,2011-07-15,3,0,7,14,False,5,True,1,0.7,0.6515,0.51,0.194,105,160,265,TARDE,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
4602,2011-07-15,3,0,7,15,False,5,True,1,0.72,0.6515,0.45,0.1642,74,163,237,TARDE,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
4603,2011-07-15,3,0,7,16,False,5,True,1,0.72,0.6667,0.51,0.194,96,265,361,TARDE,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
4604,2011-07-15,3,0,7,17,False,5,True,1,0.74,0.6667,0.42,0.2537,104,483,587,TARDE,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
4605,2011-07-15,3,0,7,18,False,5,True,1,0.72,0.6515,0.45,0.2239,102,394,496,NOITE,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
4606,2011-07-15,3,0,7,19,False,5,True,1,0.7,0.6364,0.45,0.2239,114,280,394,NOITE,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
4607,2011-07-15,3,0,7,20,False,5,True,1,0.7,0.6515,0.51,0.2239,92,251,343,NOITE,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
4608,2011-07-15,3,0,7,21,False,5,True,1,0.66,0.6212,0.54,0.1045,75,186,261,NOITE,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
4609,2011-07-15,3,0,7,22,False,5,True,1,0.66,0.6212,0.57,0.2239,71,152,223,NOITE,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
4610,2011-07-15,3,0,7,23,False,5,True,1,0.64,0.6212,0.61,0.1642,41,126,167,NOITE,MEDIA,LIMPO_POUCAS_NUVENS,OUTONO
4611,2011-07-16,3,0,7,0,False,6,False,1,0.62,0.6061,0.65,0.194,42,68,110,MADRUGADA,MEDIA,LIMPO_POUCAS_NUVENS,OUTONO
4612,2011-07-16,3,0,7,1,False,6,False,1,0.6,0.5909,0.69,0.1045,24,51,75,MADRUGADA,MEDIA,LIMPO_POUCAS_NUVENS,OUTONO
4613,2011-07-16,3,0,7,2,False,6,False,1,0.6,0.5909,0.73,0.1343,10,48,58,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,OUTONO
4614,2011-07-16,3,0,7,3,False,6,False,1,0.6,0.5758,0.78,0.1343,6,20,26,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,OUTONO
4615,2011-07-16,3,0,7,4,False,6,False,1,0.6,0.5909,0.73,0.0896,9,7,16,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,OUTONO
4616,2011-07-16,3,0,7,5,False,6,False,1,0.58,0.5455,0.78,0.0896,4,6,10,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,OUTONO
4617,2011-07-16,3,0,7,6,False,6,False,1,0.6,0.5758,0.78,0.1642,16,21,37,MANHA,BAIXA,LIMPO_POUCAS_NUVENS,OUTONO
4618,2011-07-16,3,0,7,7,False,6,False,1,0.62,0.5909,0.73,0.1343,14,38,52,MANHA,BAIXA,LIMPO_POUCAS_NUVENS,OUTONO
4619,2011-07-16,3,0,7,8,False,6,False,1,0.66,0.6212,0.65,0.1642,37,90,127,MANHA,MEDIA,LIMPO_POUCAS_NUVENS,OUTONO
4620,2011-07-16,3,0,7,9,False,6,False,1,0.7,0.6515,0.54,0.2239,72,150,222,MANHA,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
4621,2011-07-16,3,0,7,10,False,6,False,1,0.72,0.6667,0.54,0.194,114,208,322,MANHA,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
4622,2011-07-16,3,0,7,11,False,6,False,1,0.74,0.6667,0.48,0.2239,171,225,396,MANHA,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
4623,2011-07-16,3,0,7,12,False,6,False,1,0.76,0.6818,0.43,0.2836,187,276,463,TARDE,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
4624,2011-07-16,3,0,7,13,False,6,False,1,0.76,0.6818,0.45,0.2985,221,276,497,TARDE,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
4625,2011-07-16,3,0,7,14,False,6,False,1,0.74,0.6667,0.45,0.2985,201,232,433,TARDE,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
4626,2011-07-16,3,0,7,15,False,6,False,1,0.76,0.6818,0.45,0.3284,205,223,428,TARDE,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
4627,2011-07-16,3,0,7,16,False,6,False,1,0.76,0.6818,0.45,0.2836,183,242,425,TARDE,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
4628,2011-07-16,3,0,7,17,False,6,False,1,0.76,0.6818,0.45,0.2239,234,241,475,TARDE,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
4629,2011-07-16,3,0,7,18,False,6,False,1,0.76,0.6818,0.45,0.2836,185,243,428,NOITE,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
4630,2011-07-16,3,0,7,19,False,6,False,1,0.74,0.6818,0.48,0.194,164,242,406,NOITE,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
4631,2011-07-16,3,0,7,20,False,6,False,1,0.72,0.6667,0.51,0.2239,108,188,296,NOITE,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
4632,2011-07-16,3,0,7,21,False,6,False,1,0.7,0.6515,0.58,0.2239,85,167,252,NOITE,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
4633,2011-07-16,3,0,7,22,False,6,False,1,0.7,0.6515,0.65,0.2836,65,136,201,NOITE,MEDIA,LIMPO_POUCAS_NUVENS,OUTONO
4634,2011-07-16,3,0,7,23,False,6,False,1,0.68,0.6364,0.61,0.2239,61,107,168,NOITE,MEDIA,LIMPO_POUCAS_NUVENS,OUTONO
4635,2011-07-17,3,0,7,0,False,0,False,1,0.66,0.6212,0.65,0.2239,34,91,125,MADRUGADA,MEDIA,LIMPO_POUCAS_NUVENS,OUTONO
4636,2011-07-17,3,0,7,1,False,0,False,1,0.64,0.6061,0.69,0.194,16,86,102,MADRUGADA,MEDIA,LIMPO_POUCAS_NUVENS,OUTONO
4637,2011-07-17,3,0,7,2,False,0,False,1,0.64,0.6061,0.69,0.2239,28,66,94,MADRUGADA,MEDIA,LIMPO_POUCAS_NUVENS,OUTONO
4638,2011-07-17,3,0,7,3,False,0,False,1,0.64,0.6061,0.69,0.2239,21,26,47,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,OUTONO
4639,2011-07-17,3,0,7,4,False,0,False,1,0.62,0.5909,0.73,0.1642,4,6,10,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,OUTONO
4640,2011-07-17,3,0,7,5,False,0,False,1,0.64,0.6061,0.69,0.2239,4,8,12,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,OUTONO
4641,2011-07-17,3,0,7,6,False,0,False,1,0.62,0.5909,0.73,0.1642,10,11,21,MANHA,BAIXA,LIMPO_POUCAS_NUVENS,OUTONO
4642,2011-07-17,3,0,7,7,False,0,False,1,0.64,0.6061,0.73,0.1642,20,30,50,MANHA,BAIXA,LIMPO_POUCAS_NUVENS,OUTONO
4643,2011-07-17,3,0,7,8,False,0,False,1,0.68,0.6364,0.65,0.2239,45,73,118,MANHA,MEDIA,LIMPO_POUCAS_NUVENS,OUTONO
4644,2011-07-17,3,0,7,9,False,0,False,1,0.72,0.6667,0.58,0.2239,74,110,184,MANHA,MEDIA,LIMPO_POUCAS_NUVENS,OUTONO
4645,2011-07-17,3,0,7,10,False,0,False,1,0.74,0.6818,0.6,0.2239,127,177,304,MANHA,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
4646,2011-07-17,3,0,7,11,False,0,False,1,0.76,0.697,0.55,0.2836,147,244,391,MANHA,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
4647,2011-07-17,3,0,7,12,False,0,False,1,0.76,0.697,0.55,0.2836,177,243,420,TARDE,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
4648,2011-07-17,3,0,7,13,False,0,False,1,0.8,0.7424,0.49,0.2985,200,272,472,TARDE,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
4649,2011-07-17,3,0,7,14,False,0,False,1,0.8,0.7424,0.49,0.3582,168,262,430,TARDE,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
4650,2011-07-17,3,0,7,15,False,0,False,1,0.82,0.7424,0.43,0.2985,129,195,324,TARDE,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
4651,2011-07-17,3,0,7,16,False,0,False,1,0.8,0.7273,0.46,0.2985,129,188,317,TARDE,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
4652,2011-07-17,3,0,7,17,False,0,False,1,0.8,0.7424,0.49,0.3881,133,236,369,TARDE,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
4653,2011-07-17,3,0,7,18,False,0,False,1,0.8,0.7273,0.46,0.2985,147,243,390,NOITE,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
4654,2011-07-17,3,0,7,19,False,0,False,1,0.76,0.697,0.55,0.2836,145,234,379,NOITE,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
4655,2011-07-17,3,0,7,20,False,0,False,1,0.76,0.7121,0.58,0.2537,85,177,262,NOITE,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
4656,2011-07-17,3,0,7,21,False,0,False,1,0.74,0.6818,0.62,0.2239,59,148,207,NOITE,MEDIA,LIMPO_POUCAS_NUVENS,OUTONO
4657,2011-07-17,3,0,7,22,False,0,False,1,0.72,0.6818,0.66,0.2239,65,116,181,NOITE,MEDIA,LIMPO_POUCAS_NUVENS,OUTONO
4658,2011-07-17,3,0,7,23,False,0,False,1,0.7,0.6667,0.74,0.1343,39,54,93,NOITE,MEDIA,LIMPO_POUCAS_NUVENS,OUTONO
4659,2011-07-18,3,0,7,0,False,1,True,1,0.7,0.6667,0.74,0.1343,21,30,51,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,OUTONO
4660,2011-07-18,3,0,7,1,False,1,True,1,0.7,0.6667,0.74,0.2239,17,8,25,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,OUTONO
4661,2011-07-18,3,0,7,2,False,1,True,1,0.66,0.6061,0.83,0.2239,2,8,10,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,OUTONO
4662,2011-07-18,3,0,7,3,False,1,True,1,0.66,0.6061,0.78,0.194,3,4,7,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,OUTONO
4663,2011-07-18,3,0,7,4,False,1,True,1,0.64,0.5909,0.78,0.1642,1,3,4,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,OUTONO
4664,2011-07-18,3,0,7,5,False,1,True,1,0.64,0.5909,0.78,0.1045,2,15,17,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,OUTONO
4665,2011-07-18,3,0,7,6,False,1,True,1,0.64,0.5758,0.83,0.1045,10,95,105,MANHA,MEDIA,LIMPO_POUCAS_NUVENS,OUTONO
4666,2011-07-18,3,0,7,7,False,1,True,1,0.68,0.6364,0.74,0.2239,22,255,277,MANHA,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
4667,2011-07-18,3,0,7,8,False,1,True,1,0.7,0.6515,0.7,0.194,18,329,347,MANHA,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
4668,2011-07-18,3,0,7,9,False,1,True,1,0.74,0.697,0.67,0.2239,33,170,203,MANHA,MEDIA,LIMPO_POUCAS_NUVENS,OUTONO
4669,2011-07-18,3,0,7,10,False,1,True,1,0.76,0.7121,0.62,0.194,52,78,130,MANHA,MEDIA,LIMPO_POUCAS_NUVENS,OUTONO
4670,2011-07-18,3,0,7,11,False,1,True,1,0.8,0.7576,0.55,0.0896,42,99,141,MANHA,MEDIA,LIMPO_POUCAS_NUVENS,OUTONO
4671,2011-07-18,3,0,7,12,False,1,True,1,0.8,0.7727,0.59,0.194,39,126,165,TARDE,MEDIA,LIMPO_POUCAS_NUVENS,OUTONO
4672,2011-07-18,3,0,7,13,False,1,True,1,0.82,0.7879,0.56,0.2537,27,125,152,TARDE,MEDIA,LIMPO_POUCAS_NUVENS,OUTONO
4673,2011-07-18,3,0,7,14,False,1,True,1,0.82,0.7879,0.56,0.3284,32,106,138,TARDE,MEDIA,LIMPO_POUCAS_NUVENS,OUTONO
4674,2011-07-18,3,0,7,15,False,1,True,1,0.84,0.803,0.53,0.3284,53,111,164,TARDE,MEDIA,LIMPO_POUCAS_NUVENS,OUTONO
4675,2011-07-18,3,0,7,16,False,1,True,1,0.84,0.803,0.53,0.2836,45,220,265,TARDE,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
4676,2011-07-18,3,0,7,17,False,1,True,1,0.84,0.7879,0.49,0.3284,72,473,545,TARDE,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
4677,2011-07-18,3,0,7,18,False,1,True,1,0.82,0.7727,0.49,0.3582,80,478,558,NOITE,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
4678,2011-07-18,3,0,7,19,False,1,True,1,0.8,0.7576,0.55,0.2239,63,335,398,NOITE,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
4679,2011-07-18,3,0,7,20,False,1,True,1,0.78,0.7424,0.59,0.2239,91,232,323,NOITE,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
4680,2011-07-18,3,0,7,21,False,1,True,1,0.74,0.697,0.66,0.194,48,154,202,NOITE,MEDIA,LIMPO_POUCAS_NUVENS,OUTONO
4681,2011-07-18,3,0,7,22,False,1,True,1,0.76,0.7273,0.66,0.2239,36,104,140,NOITE,MEDIA,LIMPO_POUCAS_NUVENS,OUTONO
4682,2011-07-18,3,0,7,23,False,1,True,1,0.74,0.697,0.66,0.1642,32,59,91,NOITE,MEDIA,LIMPO_POUCAS_NUVENS,OUTONO
4683,2011-07-19,3,0,7,0,False,2,True,1,0.74,0.697,0.66,0.1045,25,26,51,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,OUTONO
4684,2011-07-19,3,0,7,1,False,2,True,2,0.74,0.697,0.66,0.1343,7,6,13,MADRUGADA,BAIXA,NEVOA_NUBLADO,OUTONO
4685,2011-07-19,3,0,7,2,False,2,True,1,0.72,0.6818,0.7,0.1642,9,4,13,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,OUTONO
4686,2011-07-19,3,0,7,3,False,2,True,1,0.72,0.6818,0.7,0.1642,2,1,3,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,OUTONO
4687,2011-07-19,3,0,7,4,False,2,True,1,0.72,0.6818,0.7,0.1343,1,4,5,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,OUTONO
4688,2011-07-19,3,0,7,5,False,2,True,2,0.7,0.6667,0.74,0.1045,0,19,19,MADRUGADA,BAIXA,NEVOA_NUBLADO,OUTONO
4689,2011-07-19,3,0,7,6,False,2,True,2,0.72,0.697,0.74,0.1045,8,126,134,MANHA,MEDIA,NEVOA_NUBLADO,OUTONO
4690,2011-07-19,3,0,7,7,False,2,True,2,0.74,0.697,0.7,0.1642,28,287,315,MANHA,ALTA,NEVOA_NUBLADO,OUTONO
4691,2011-07-19,3,0,7,8,False,2,True,2,0.76,0.7273,0.7,0.1642,31,381,412,MANHA,ALTA,NEVOA_NUBLADO,OUTONO
4692,2011-07-19,3,0,7,9,False,2,True,2,0.8,0.7879,0.63,0.1343,22,177,199,MANHA,MEDIA,NEVOA_NUBLADO,OUTONO
4693,2011-07-19,3,0,7,10,False,2,True,2,0.82,0.7879,0.56,0.1642,29,112,141,MANHA,MEDIA,NEVOA_NUBLADO,OUTONO
4694,2011-07-19,3,0,7,11,False,2,True,1,0.82,0.803,0.59,0.0,29,98,127,MANHA,MEDIA,LIMPO_POUCAS_NUVENS,OUTONO
4695,2011-07-19,3,0,7,12,False,2,True,1,0.84,0.8182,0.56,0.0896,26,127,153,TARDE,MEDIA,LIMPO_POUCAS_NUVENS,OUTONO
4696,2011-07-19,3,0,7,13,False,2,True,1,0.86,0.8333,0.53,0.1045,33,139,172,TARDE,MEDIA,LIMPO_POUCAS_NUVENS,OUTONO
4697,2011-07-19,3,0,7,14,False,2,True,1,0.86,0.8182,0.5,0.194,41,111,152,TARDE,MEDIA,LIMPO_POUCAS_NUVENS,OUTONO
4698,2011-07-19,3,0,7,15,False,2,True,1,0.88,0.8182,0.44,0.194,48,110,158,TARDE,MEDIA,LIMPO_POUCAS_NUVENS,OUTONO
4699,2011-07-19,3,0,7,16,False,2,True,1,0.9,0.8485,0.42,0.2985,61,216,277,TARDE,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
4700,2011-07-19,3,0,7,17,False,2,True,1,0.8,0.803,0.66,0.0,68,445,513,TARDE,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
4701,2011-07-19,3,0,7,18,False,2,True,1,0.8,0.803,0.66,0.1343,80,450,530,NOITE,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
4702,2011-07-19,3,0,7,19,False,2,True,1,0.76,0.7424,0.75,0.194,54,334,388,NOITE,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
4703,2011-07-19,3,0,7,20,False,2,True,1,0.74,0.7273,0.74,0.0896,48,229,277,NOITE,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
4704,2011-07-19,3,0,7,21,False,2,True,1,0.74,0.7121,0.74,0.1343,47,194,241,NOITE,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
4705,2011-07-19,3,0,7,22,False,2,True,1,0.74,0.7121,0.74,0.0,36,120,156,NOITE,MEDIA,LIMPO_POUCAS_NUVENS,OUTONO
4706,2011-07-19,3,0,7,23,False,2,True,3,0.72,0.697,0.79,0.1642,19,73,92,NOITE,MEDIA,CHUVA_NEVE_LEVE,OUTONO
4707,2011-07-20,3,0,7,0,False,3,True,1,0.7,0.6667,0.84,0.1045,11,29,40,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,OUTONO
4708,2011-07-20,3,0,7,1,False,3,True,1,0.7,0.6667,0.84,0.0,4,7,11,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,OUTONO
4709,2011-07-20,3,0,7,2,False,3,True,1,0.7,0.6667,0.84,0.0,2,7,9,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,OUTONO
4710,2011-07-20,3,0,7,3,False,3,True,1,0.7,0.6667,0.84,0.1045,2,4,6,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,OUTONO
4711,2011-07-20,3,0,7,4,False,3,True,1,0.68,0.6364,0.83,0.0,0,4,4,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,OUTONO
4712,2011-07-20,3,0,7,5,False,3,True,1,0.68,0.6364,0.83,0.1045,4,19,23,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,OUTONO
4713,2011-07-20,3,0,7,6,False,3,True,2,0.68,0.6364,0.89,0.1045,5,111,116,MANHA,MEDIA,NEVOA_NUBLADO,OUTONO
4714,2011-07-20,3,0,7,7,False,3,True,2,0.7,0.6667,0.84,0.1045,27,276,303,MANHA,ALTA,NEVOA_NUBLADO,OUTONO
4715,2011-07-20,3,0,7,8,False,3,True,1,0.74,0.7121,0.74,0.0,34,404,438,MANHA,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
4716,2011-07-20,3,0,7,9,False,3,True,1,0.74,0.697,0.7,0.0896,28,181,209,MANHA,MEDIA,LIMPO_POUCAS_NUVENS,OUTONO
4717,2011-07-20,3,0,7,10,False,3,True,1,0.76,0.7273,0.7,0.0,34,76,110,MANHA,MEDIA,LIMPO_POUCAS_NUVENS,OUTONO
4718,2011-07-20,3,0,7,11,False,3,True,1,0.8,0.7879,0.63,0.0896,26,116,142,MANHA,MEDIA,LIMPO_POUCAS_NUVENS,OUTONO
4719,2011-07-20,3,0,7,12,False,3,True,1,0.82,0.803,0.59,0.0,28,121,149,TARDE,MEDIA,LIMPO_POUCAS_NUVENS,OUTONO
4720,2011-07-20,3,0,7,13,False,3,True,1,0.84,0.8182,0.56,0.194,23,97,120,TARDE,MEDIA,LIMPO_POUCAS_NUVENS,OUTONO
4721,2011-07-20,3,0,7,14,False,3,True,1,0.86,0.8333,0.53,0.2239,44,83,127,TARDE,MEDIA,LIMPO_POUCAS_NUVENS,OUTONO
4722,2011-07-20,3,0,7,15,False,3,True,1,0.86,0.8182,0.5,0.1642,36,102,138,TARDE,MEDIA,LIMPO_POUCAS_NUVENS,OUTONO
4723,2011-07-20,3,0,7,16,False,3,True,1,0.84,0.8182,0.56,0.0,30,204,234,TARDE,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
4724,2011-07-20,3,0,7,17,False,3,True,1,0.84,0.8333,0.59,0.194,50,405,455,TARDE,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
4725,2011-07-20,3,0,7,18,False,3,True,1,0.84,0.8333,0.59,0.2239,68,429,497,NOITE,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
4726,2011-07-20,3,0,7,19,False,3,True,1,0.82,0.8485,0.67,0.1642,59,323,382,NOITE,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
4727,2011-07-20,3,0,7,20,False,3,True,1,0.8,0.8333,0.75,0.2239,45,264,309,NOITE,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
4728,2011-07-20,3,0,7,21,False,3,True,1,0.8,0.803,0.66,0.1642,33,209,242,NOITE,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
4729,2011-07-20,3,0,7,22,False,3,True,1,0.78,0.7727,0.7,0.2239,25,144,169,NOITE,MEDIA,LIMPO_POUCAS_NUVENS,OUTONO
4730,2011-07-20,3,0,7,23,False,3,True,1,0.76,0.7424,0.75,0.2537,26,73,99,NOITE,MEDIA,LIMPO_POUCAS_NUVENS,OUTONO
4731,2011-07-21,3,0,7,0,False,4,True,2,0.76,0.7424,0.75,0.194,13,29,42,MADRUGADA,BAIXA,NEVOA_NUBLADO,OUTONO
4732,2011-07-21,3,0,7,1,False,4,True,2,0.74,0.7273,0.84,0.2239,5,16,21,MADRUGADA,BAIXA,NEVOA_NUBLADO,OUTONO
4733,2011-07-21,3,0,7,2,False,4,True,2,0.74,0.7273,0.84,0.2239,2,4,6,MADRUGADA,BAIXA,NEVOA_NUBLADO,OUTONO
4734,2011-07-21,3,0,7,3,False,4,True,2,0.74,0.7121,0.79,0.1343,1,5,6,MADRUGADA,BAIXA,NEVOA_NUBLADO,OUTONO
4735,2011-07-21,3,0,7,4,False,4,True,2,0.72,0.7121,0.84,0.1045,0,4,4,MADRUGADA,BAIXA,NEVOA_NUBLADO,OUTONO
4736,2011-07-21,3,0,7,5,False,4,True,2,0.72,0.7121,0.84,0.1045,2,16,18,MADRUGADA,BAIXA,NEVOA_NUBLADO,OUTONO
4737,2011-07-21,3,0,7,6,False,4,True,2,0.72,0.7121,0.84,0.1045,6,111,117,MANHA,MEDIA,NEVOA_NUBLADO,OUTONO
4738,2011-07-21,3,0,7,7,False,4,True,2,0.74,0.7273,0.84,0.1343,23,251,274,MANHA,ALTA,NEVOA_NUBLADO,OUTONO
4739,2011-07-21,3,0,7,8,False,4,True,2,0.76,0.7576,0.79,0.1642,23,358,381,MANHA,ALTA,NEVOA_NUBLADO,OUTONO
4740,2011-07-21,3,0,7,9,False,4,True,2,0.8,0.8182,0.75,0.2537,34,166,200,MANHA,MEDIA,NEVOA_NUBLADO,OUTONO
4741,2011-07-21,3,0,7,10,False,4,True,2,0.82,0.8636,0.71,0.2239,31,47,78,MANHA,MEDIA,NEVOA_NUBLADO,OUTONO
4742,2011-07-21,3,0,7,11,False,4,True,2,0.86,0.8939,0.63,0.2985,27,79,106,MANHA,MEDIA,NEVOA_NUBLADO,OUTONO
4743,2011-07-21,3,0,7,12,False,4,True,1,0.88,0.8939,0.56,0.3284,29,106,135,TARDE,MEDIA,LIMPO_POUCAS_NUVENS,OUTONO
4744,2011-07-21,3,0,7,13,False,4,True,1,0.88,0.8939,0.56,0.2985,21,81,102,TARDE,MEDIA,LIMPO_POUCAS_NUVENS,OUTONO
4745,2011-07-21,3,0,7,14,False,4,True,1,0.9,0.8939,0.5,0.3582,50,97,147,TARDE,MEDIA,LIMPO_POUCAS_NUVENS,OUTONO
4746,2011-07-21,3,0,7,15,False,4,True,1,0.9,0.9242,0.53,0.2537,40,93,133,TARDE,MEDIA,LIMPO_POUCAS_NUVENS,OUTONO
4747,2011-07-21,3,0,7,16,False,4,True,1,0.92,0.9242,0.48,0.2836,43,167,210,TARDE,MEDIA,LIMPO_POUCAS_NUVENS,OUTONO
4748,2011-07-21,3,0,7,17,False,4,True,1,0.92,0.9091,0.45,0.2985,40,374,414,TARDE,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
4749,2011-07-21,3,0,7,18,False,4,True,1,0.9,0.8939,0.5,0.2836,39,343,382,NOITE,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
4750,2011-07-21,3,0,7,19,False,4,True,1,0.86,0.9242,0.67,0.2836,51,233,284,NOITE,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
4751,2011-07-21,3,0,7,20,False,4,True,1,0.84,0.8939,0.71,0.2239,38,199,237,NOITE,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
4752,2011-07-21,3,0,7,21,False,4,True,1,0.82,0.8939,0.75,0.2239,38,187,225,NOITE,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
4753,2011-07-21,3,0,7,22,False,4,True,1,0.82,0.8636,0.71,0.1642,36,113,149,NOITE,MEDIA,LIMPO_POUCAS_NUVENS,OUTONO
4754,2011-07-21,3,0,7,23,False,4,True,1,0.8,0.8182,0.71,0.1642,40,73,113,NOITE,MEDIA,LIMPO_POUCAS_NUVENS,OUTONO
4755,2011-07-22,3,0,7,0,False,5,True,1,0.82,0.8333,0.63,0.1343,9,51,60,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,OUTONO
4756,2011-07-22,3,0,7,1,False,5,True,1,0.8,0.7879,0.63,0.0,7,17,24,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,OUTONO
4757,2011-07-22,3,0,7,2,False,5,True,1,0.78,0.803,0.79,0.1343,0,14,14,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,OUTONO
4758,2011-07-22,3,0,7,3,False,5,True,1,0.78,0.7879,0.75,0.1045,1,6,7,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,OUTONO
4759,2011-07-22,3,0,7,4,False,5,True,1,0.76,0.7424,0.75,0.1045,8,5,13,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,OUTONO
